contrast_id,family,omitted_window_id,omitted_holding_end_date,annualized_ce_difference,remaining_periods
primary_vs_equal_weight,frozen_primary_benchmarks,locked_oos_v1,2026-05-29,0.044868729983812194,21
primary_vs_equal_weight,frozen_primary_benchmarks,locked_oos_v1,2026-06-30,0.06691936181998481,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2024-08-30,-0.016236590841383514,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2024-09-30,-0.06116883017795405,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2024-10-31,-0.03116093957420718,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2024-11-29,-0.006384838908793933,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2024-12-31,0.0013407984259539152,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-01-27,8.601835335020347e-05,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-02-28,-0.03259825481092826,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-03-31,-0.025854918610557887,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-04-30,0.0022347127852051507,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-05-30,-0.006624771252236927,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-06-30,-0.022490362397382446,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-07-31,-0.0037944256708195567,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-08-29,-0.00102088248466492,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-09-30,0.010747232900936599,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-10-31,-0.02677827224250895,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-11-28,-0.005522520981000367,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2025-12-31,-0.02323477386751449,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2026-01-30,-0.025825089383771482,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2026-03-31,-0.015438217263217036,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2026-04-30,-0.007276338727723708,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2026-05-29,-0.020464888869054176,21
primary_vs_static_vine,frozen_primary_benchmarks,locked_oos_v1,2026-06-30,-0.015720378261522727,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2024-08-30,-0.005814135014893473,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2024-09-30,-0.05766820060086775,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2024-10-31,-0.01134725309186857,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2024-11-29,0.00016452415133261233,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2024-12-31,0.017122010250519182,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-01-27,0.013814854769644613,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-02-28,-0.018177037786707206,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-03-31,-0.008760721450585818,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-04-30,0.008910507477041474,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-05-30,0.009116274975667693,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-06-30,-0.014324558289822376,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-07-31,0.010222190828696576,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-08-29,0.030092238147564787,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-09-30,0.008345793777250865,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-10-31,-0.013791798158254931,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-11-28,0.00968994791194322,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2025-12-31,-0.01250557391744156,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2026-01-30,-0.026347064885969385,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2026-03-31,-0.004033300181761845,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2026-04-30,0.003101888921123619,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2026-05-29,-0.003642007774909528,21
primary_vs_dynamic_nn_vine,frozen_primary_benchmarks,locked_oos_v1,2026-06-30,0.007758229407525796,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2024-08-30,-0.07537105978949832,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2024-09-30,-0.07176854790818821,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2024-10-31,-0.0746732803332737,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2024-11-29,-0.07400248728229042,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2024-12-31,-0.07787292536020773,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-01-27,-0.07229836959545421,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-02-28,-0.07302932480445246,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-03-31,-0.08107841769436441,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-04-30,-0.06661649159081828,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-05-30,-0.0701469547282847,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-06-30,-0.07926665932948462,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-07-31,-0.06953112062004818,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-08-29,-0.05806059512879247,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-09-30,-0.06576637599414648,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-10-31,-0.07436358935902043,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-11-28,-0.07821733990490154,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2025-12-31,-0.0785594249149335,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2026-01-30,-0.06646864175223355,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2026-03-31,-0.08705183653139881,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2026-04-30,-0.06565615414601789,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2026-05-29,-0.06009082289550549,21
raw_vine_state_contribution,post_holdout_causal_components,locked_oos_v1,2026-06-30,-0.06733589307198429,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2024-08-30,0.02496220397259119,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2024-09-30,0.02596685297981627,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2024-10-31,0.006108268709822839,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2024-11-29,0.032934888091785464,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2024-12-31,0.029010163818146584,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-01-27,0.017954324782816,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-02-28,0.022259888943429784,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-03-31,0.015073983844091865,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-04-30,0.030596288374959535,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-05-30,0.0283629876331144,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-06-30,0.023000767467293626,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-07-31,0.033124935659707866,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-08-29,0.026740165912394254,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-09-30,0.01388712234590983,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-10-31,0.02643577198216529,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-11-28,0.023533916356513807,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2025-12-31,0.023056745083856356,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2026-01-30,0.023702152284049705,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2026-03-31,0.02640561708628253,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2026-04-30,0.02967855340666037,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2026-05-29,0.033377735035832634,21
joint_visible_dependence_contribution,post_holdout_causal_components,locked_oos_v1,2026-06-30,0.03360378337092351,21
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-01-29,-0.006042877894548937,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-03-31,-0.0011811485968293844,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-04-30,-0.002361589204026515,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-05-28,-0.004226531418363821,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-06-30,-0.006020778843114805,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-07-30,-0.004639157315547093,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-08-31,-0.001200109271363825,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-09-30,-0.0010283837757147918,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-10-29,-0.00576048106026561,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-11-30,-0.00167803619278728,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-12-31,-0.0038570698765729716,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-01-28,-0.0021252518885892524,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-02-28,-0.0007666790652487432,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-03-31,-0.004485672499142224,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-04-29,-0.0012897820556105888,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-05-31,-0.002313274471082316,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-06-30,0.004328924719190219,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-07-29,-0.009204791126111278,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-08-31,-0.000642191207182119,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-09-30,0.0037777770351927753,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-10-31,-0.008544570032494203,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-11-30,-0.0076289326513643285,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-12-30,0.0006058624644540433,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-01-31,0.00012707399510247797,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-02-28,-0.0023931352601331835,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-03-31,-0.0006226238511923832,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-04-28,-0.003410673736264691,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-05-31,-0.0008213507001069154,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-06-30,-0.0020724120079080866,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-07-31,-0.0036762883334160446,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-08-31,-0.00277479642030265,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-09-28,-0.004710238917365883,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-10-31,-0.0048757744898959565,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-11-30,-0.004138734694999258,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-12-29,-0.003393083606108238,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-01-31,-0.004796469102477108,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-03-28,-0.00484744998133535,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-04-30,-0.001640760437694011,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-05-31,-0.002227129965152841,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-06-28,-0.0035014611912345117,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-07-31,-0.005325083137710074,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-08-30,-0.004358098305617286,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-09-30,-0.0013341260371624308,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-10-31,-0.005522075577645724,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-11-29,-0.0035331980778503524,45
focused_raw_vine_state_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-12-31,-0.00037465467426778254,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-01-29,-0.0559635033808068,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-03-31,-0.047126903342937565,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-04-30,-0.04974211845071719,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-05-28,-0.04818430023146192,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-06-30,-0.05141933237896312,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-07-30,-0.053640987029211384,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-08-31,-0.04974055637857977,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-09-30,-0.04842707070785246,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-10-29,-0.054091622501044156,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-11-30,-0.04922212378373669,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2021-12-31,-0.050792797232031006,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-01-28,-0.04826126718516499,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-02-28,-0.04868188917222227,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-03-31,-0.049191094397285307,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-04-29,-0.04595848807024705,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-05-31,-0.051958575392065054,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-06-30,-0.0492065169208844,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-07-29,-0.0562971659945255,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-08-31,-0.04824299175323765,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-09-30,-0.04558702826547134,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-10-31,-0.053119236061541786,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-11-30,-0.053242879291338197,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w01,2022-12-30,-0.04488455150458548,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-01-31,-0.05282105355525091,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-02-28,-0.04823751088742423,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-03-31,-0.04530510149102218,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-04-28,-0.049764127869787345,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-05-31,-0.045355803770549485,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-06-30,-0.05013266996280463,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-07-31,-0.052301806948874985,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-08-31,-0.048626460012929584,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-09-28,-0.0526421656310212,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-10-31,-0.04981969165504063,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-11-30,-0.04633348132645976,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2023-12-29,-0.04637252447989049,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-01-31,-0.043491585823847156,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-03-28,-0.049943633336420934,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-04-30,-0.051496547258471415,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-05-31,-0.049331498893584014,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-06-28,-0.047242111927921826,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-07-31,-0.05173615798263409,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-08-30,-0.049889614167478724,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-09-30,-0.06281593981207978,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-10-31,-0.04760172488416714,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-11-29,-0.05262551861676279,45
focused_joint_visible_dependence_contribution,retrospective_focused_mechanisms,retrospective_original_7asset_expanding_24m_v1_w02,2024-12-31,-0.04640555968975857,45
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2024-08-30,0.20693700741977672,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2024-09-30,0.15571112638876827,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2024-10-31,0.18935333662794096,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2024-11-29,0.19154734093829218,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2024-12-31,0.19638981790775545,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-01-27,0.21271953991803838,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-02-28,0.19102068891914148,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-03-31,0.18072884606742967,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-04-30,0.19941609627341728,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-05-30,0.1847510123572791,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-06-30,0.1955719663692841,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-07-31,0.19272877701198032,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-08-29,0.13477079255721924,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-09-30,0.1810185403139355,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-10-31,0.19115171317323565,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-11-28,0.20007910645250138,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2025-12-31,0.19503924794721628,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2026-01-30,0.194548919257852,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2026-03-31,0.19836262597222665,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2026-04-30,0.17334524129091755,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2026-05-29,0.20762338425436822,21
historical_vs_original_bootstrap,post_holdout_pretraining_sources,locked_oos_v1,2026-06-30,0.1906329722664415,21
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,locked_oos_v1,2024-08-30,0.06132791304946461,21
concentrated_synthetic_vs_full_state,post_holdout_presentation_mechanism,locked_oos_v1,2024-09-30,0.021315619196939917,21
