seed,model,episodes,steps,unique_calendar_decisions,return_replication_error,all_values_finite,mean_terminal_wealth,median_terminal_wealth,q05_terminal_wealth,q95_terminal_wealth,min_terminal_wealth,max_terminal_wealth,mean_episode_reward,mean_max_drawdown,worst_max_drawdown,mean_turnover,median_turnover,q95_turnover,mean_cvar,mean_gross_exposure,max_gross_exposure,fraction_at_gross_cap,max_net_exposure_error,gross_exposure_violation,long_weight_violation,short_weight_violation,fraction_steps_with_short,mean_short_notional,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,mean_normalized_direction_entropy,q05_normalized_direction_entropy,mean_effective_positions,max_abs_weight,fraction_concentrated_weight,mean_cross_asset_weight_sd,apparent_expost_top_hit_rate,apparent_expost_bottom_hit_rate,mean_cross_sectional_weight_next_return_correlation,hard_constraints_pass
20260755,full,61,1464,84,0.0,True,131494.19487602403,129984.62415965,111713.12191622808,156411.92036606302,110376.42564743808,176162.69545045873,0.1409261657919713,-0.1107018468455062,-0.164764315133697,0.6271660957385653,0.5396586278719562,1.4433019648705203,0.0731685013473824,1.4017153733652044,1.423956017409052,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2008576866826021,0.8034307258865221,0.8297112286090851,0.0195100088449345,0.8034307467304084,5.7403204691430063e-08,0.0,0.9882262901611668,0.8583624493774332,0.7710401513529582,4.208829428328842,0.5913702728492873,0.0,0.2347015461426363,0.1428571428571428,0.2023809523809523,0.1126332530153302,True
20260756,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260756,pretrained,61,1464,84,0.0,True,121721.36028956888,121862.2933314763,102288.21824559664,142572.56905052962,99403.08760038568,146641.43244529073,0.0957980848463431,-0.1040634832882906,-0.1624815747794292,0.6573524617807756,0.604766199099166,1.3854163198598792,0.0606466119035702,1.404289517916992,1.4316491527216777,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2021447589584959,0.8085790139729859,0.8368697375059128,0.0180190453502295,0.8085790358339839,5.985837745749308e-08,0.0,1.0067177223540396,0.8744239033051386,0.8159696370469957,4.291911137885735,0.5883935083236014,0.0,0.2310009932745328,0.1904761904761904,0.2142857142857142,0.0710303038555012,True
20260756,full,61,1464,84,0.0,True,119005.33976421414,116844.76273798058,100416.87922073802,141605.94007142837,95071.2969606284,148987.5308472006,0.0727391272204657,-0.1123835687825201,-0.1516725341426226,0.5640561829704956,0.5123581471187728,1.4271716127438203,0.063265647640229,1.398747880046876,1.4236601005707468,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.199373940023438,0.7974957363283048,0.8272552639245987,0.0212799179018211,0.797495760093752,5.8479569290884187e-08,0.0,0.979582811517468,0.8508548192186192,0.790982574506794,4.035134710249354,0.5865657808525222,0.0,0.239643596153939,0.1547619047619047,0.1666666666666666,0.0567667962707602,True
20260757,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260757,pretrained,61,1464,84,0.0,True,126565.26547765786,122721.67174539708,93041.547203269,162714.7048053337,88208.98560622956,178299.16798688687,0.0985563624007194,-0.1323164917007795,-0.2511711098053745,0.5414805826716486,0.5244847732995237,1.1700927095753804,0.0643530333454964,1.4006030576632216,1.4226510907922472,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2003015288316109,0.8012060970882249,0.8283702045679092,0.0175046965202735,0.8012061153264436,5.8977946830182395e-08,0.0,1.010304108994906,0.8775389991613386,0.8195956917175705,4.161435579178764,0.5923315212130547,0.0,0.2345553625434061,0.2023809523809523,0.1428571428571428,0.0329269097894694,True
20260757,full,61,1464,84,0.0,True,130434.8168373055,126430.51029604094,94020.05414488298,171784.46004844163,88516.12238845821,189367.63181193057,0.1183162914466209,-0.13497578891594,-0.2598138127566153,0.4918686373720555,0.4487307321812425,1.1083561508251087,0.0662927693806183,1.4022866062184536,1.4232715219259262,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2011433031092268,0.8045731940881802,0.8296309024095535,0.0137888784858018,0.804573212436907,5.9222228160319057e-08,0.0,0.9700497991807474,0.8425745499111124,0.7693515708103775,3.835151406422338,0.5926459463579314,0.0,0.2489050931540635,0.2142857142857142,0.119047619047619,0.0676323818459223,True
20260758,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260758,pretrained,61,1464,84,0.0,True,121720.32357932352,120660.73038948044,102893.94056647275,147710.62253016589,99177.16569119447,156405.65936465573,0.0808980597510736,-0.1586321902385137,-0.2204980335309179,0.7549920765383882,0.6501468883029052,1.689750122385365,0.0728478928890734,1.3913391657703638,1.416700848511287,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1956695828851818,0.7826783140011824,0.8239457547664643,0.0260305354334921,0.7826783315407273,5.860643563557549e-08,0.0,1.024055889517557,0.8894836439560027,0.8095601496264778,4.407306992453956,0.5881596186331339,0.0,0.2238755936331971,0.1309523809523809,0.2738095238095238,0.0566169243548421,True
20260758,full,61,1464,84,0.0,True,123177.834879856,118514.64424827146,93807.14202546848,155915.99452917575,91385.29259175484,167267.69942811618,0.0642985635155783,-0.1534655976006933,-0.2531634452477654,0.7662611129620256,0.680598531450544,1.9328359555985244,0.0846383128530536,1.3954237942790335,1.4311621210404806,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1977118971395167,0.7908475705590404,0.829593014717102,0.0282654322029004,0.790847588558067,5.7656937371105795e-08,0.0,1.007332473016176,0.8749578689457633,0.7873631854730619,4.226996003930035,0.5861091028366769,0.0,0.2312900595295161,0.119047619047619,0.2619047619047619,0.0724318634376987,True
20260759,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260759,pretrained,61,1464,84,0.0,True,134901.07177717326,139103.84586740198,95859.30185711964,178377.21792797168,88771.54472889307,206149.0675273768,0.1247896481033925,-0.1461635436844459,-0.2245126924138333,0.7310385148431365,0.6476713466857161,1.5058074222345434,0.077913084004011,1.3974008959315274,1.420449435710907,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.1987004479657637,0.794801770134376,0.8229322522878647,0.01708030003829,0.794801791863055,5.748972098889562e-08,0.0,0.9843189738731568,0.8549685975715662,0.7913551279514776,4.100213032602612,0.5894541144371033,0.0,0.2367091434971897,0.2738095238095238,0.1666666666666666,0.1239361965824452,True
20260759,full,61,1464,84,0.0,True,147674.5365429457,141241.9855473042,108562.92121597064,198193.88432941592,99300.2167329032,225293.76733508988,0.2005913955335869,-0.1182732134970257,-0.1526075952048802,0.6275753456331095,0.4314412203218255,1.4816380767151711,0.0741056483276856,1.4028905259901885,1.4249344659703118,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2014452629950942,0.805781033480428,0.830469211935997,0.0153238511156081,0.8057810519803764,5.9424341870422474e-08,0.0,0.908818483189807,0.789389704602033,0.7056486179313813,3.578054201081802,0.5907780996390751,0.0,0.2629251811263126,0.2738095238095238,0.1309523809523809,0.1473195295583025,True
20260760,equal_weight,61,1464,84,0.0,True,117088.22367632973,112671.18994508122,93818.24321510152,143894.90455133098,90117.1786739046,158181.95007760858,0.0371426267795898,-0.1337838419191018,-0.1741289452151244,0.0,0.0,0.0,0.0736519377570959,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,,7.0,0.1428571428571428,0.0,2.9979448083323847e-17,,,,True
20260760,pretrained,61,1464,84,0.0,True,130557.65235956748,124062.73862386469,95269.0371456246,175897.13197735502,86371.112048744,181350.90199482837,0.0965539346449087,-0.1687866821497239,-0.2718884733641917,0.5083403912760757,0.4250142568988458,1.195132648199796,0.0876380292128224,1.4043960870653651,1.4283461230141774,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2021980435326826,0.8087921560706337,0.8314186692237854,0.0158862758247892,0.8087921741307305,5.849592741399769e-08,0.0,0.966734754786791,0.8396951389359935,0.7658842048914056,3.948233616482365,0.5822117424436978,0.0,0.245218308138864,0.1071428571428571,0.2023809523809523,0.0538451754464852,True
20260760,full,61,1464,84,0.0,True,126326.8591190866,123261.089482799,102997.33803112964,153705.47895200425,99066.09349311527,163472.81633031557,0.1148796999661176,-0.1168370668932702,-0.2002344730770071,0.4808155675224194,0.3896931617387703,1.2695753473256317,0.0647156288243065,1.4051793226145228,1.4278619563473125,0.0,2.220446049250313e-16,0.0,0.0,0.0,1.0,0.2025896613072614,0.8103586261471113,0.8347959250211716,0.013752986264654,0.8103586452290457,6.036693338892163e-08,0.0,0.9606183740854914,0.8343825181604054,0.781468815879163,3.907686606619528,0.5888653418847493,0.0,0.2469624760670019,0.1547619047619047,0.1785714285714285,0.0564900374943225,True
