update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,actor_mean_leverage_gate,actor_mean_direction_entropy,actor_mean_gross_exposure,actor_mean_max_abs_weight,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
19600,0.0027313982136547565,0.022588398307561874,-0.035038553178310394,-0.04074912518262863,-0.03345422446727753,0.015668753534555435,0.03289097175002098,0.07947377860546112,0.17028169333934784,0.9992063045501709,1.351997971534729,1.310288429260254,0.5734041929244995,1.0,1.0,pretrain,822,23,
19700,0.002309117466211319,0.034182265400886536,-0.04421672970056534,-0.046099305152893066,-0.04415510967373848,0.01659298688173294,0.027126314118504524,0.03696219250559807,0.11294087767601013,0.9990617036819458,1.3415652513504028,1.3304476737976074,0.5755289793014526,1.0,1.0,pretrain,827,3,
19800,0.0027112981770187616,0.024719588458538055,-0.03404254466295242,-0.0434301532804966,-0.03555101528763771,0.01737865060567856,0.033482808619737625,0.083088219165802,0.0689384862780571,0.9990572333335876,1.3560646772384644,1.303523302078247,0.5686517953872681,1.0,1.0,pretrain,831,7,
19900,0.002214150968939066,0.020477378740906715,-0.032041553407907486,-0.0358906164765358,-0.03709418326616287,0.015562237240374088,0.04842955619096756,0.02983139641582966,0.15913543105125427,0.9991060495376587,1.3511245250701904,1.3119851350784302,0.580165684223175,1.0,1.0,pretrain,835,11,
20000,0.0030186695512384176,0.036594949662685394,-0.05037085339426994,-0.04791872203350067,-0.04745970666408539,0.01658044196665287,0.04099224507808685,0.03659776225686073,0.08592506498098373,0.9990119934082031,1.3520883321762085,1.3170264959335327,0.579484224319458,1.0,1.0,pretrain,839,15,
20100,0.0026842150837183,0.02596689760684967,-0.03587816283106804,-0.04050275683403015,-0.03838580101728439,0.016307778656482697,0.039425451308488846,0.029422061517834663,0.10502054542303085,0.9993402361869812,1.3733940124511719,1.2971526384353638,0.5725945234298706,1.0,1.0,pretrain,843,19,
20200,0.0023761335760354996,0.026117883622646332,-0.038695864379405975,-0.03569410741329193,-0.037709832191467285,0.018033098429441452,0.04599001631140709,0.05853363499045372,0.1707163006067276,0.999362051486969,1.3483107089996338,1.3182165622711182,0.5776344537734985,1.0,1.0,pretrain,847,23,
20300,0.0025796378031373024,0.023069512099027634,-0.03690556064248085,-0.04041459411382675,-0.03717930614948273,0.017022231593728065,0.030632898211479187,0.04732922837138176,0.13915032148361206,0.999297022819519,1.340686559677124,1.314378023147583,0.5814876556396484,1.0,1.0,pretrain,852,3,
20400,0.002299875020980835,0.02704419009387493,-0.036271966993808746,-0.03697605058550835,-0.03533858805894852,0.016459185630083084,0.03874126449227333,0.029497770592570305,0.1274692714214325,0.9993149042129517,1.3420569896697998,1.3348884582519531,0.5770846605300903,1.0,1.0,pretrain,856,7,
20500,0.0033595548011362553,0.035680968314409256,-0.04613283649086952,-0.03789797052741051,-0.039398811757564545,0.018414761871099472,0.06524787098169327,0.029611794278025627,0.2264973223209381,0.9993621110916138,1.3367325067520142,1.3263250589370728,0.5799867510795593,1.0,1.0,pretrain,860,11,
20600,0.004327460192143917,0.03629438206553459,-0.044561199843883514,-0.048654746264219284,-0.03880622982978821,0.01638958975672722,0.056285660713911057,0.10286960005760193,0.11481323838233948,0.9994791746139526,1.3165391683578491,1.33073091506958,0.5818548798561096,1.0,1.0,pretrain,864,15,
20700,0.00270973052829504,0.03210408613085747,-0.0423717126250267,-0.04670848324894905,-0.037983864545822144,0.015446783974766731,0.07800514250993729,0.10373782366514206,0.1087324246764183,0.9994188547134399,1.3542436361312866,1.311983346939087,0.576315701007843,1.0,1.0,pretrain,868,19,
20800,0.0029503582045435905,0.019637729972600937,-0.028313811868429184,-0.032293714582920074,-0.035690441727638245,0.015623059123754501,0.05994721129536629,0.04200711101293564,0.13666631281375885,0.9992416501045227,1.3779394626617432,1.303336501121521,0.5747418403625488,1.0,1.0,pretrain,872,23,
20900,0.003619874594733119,0.03614061325788498,-0.04658554494380951,-0.040789708495140076,-0.03451835364103317,0.017087260261178017,0.09840776026248932,0.07475205510854721,0.34448808431625366,0.9993032217025757,1.3420419692993164,1.324446678161621,0.5748589038848877,1.0,1.0,pretrain,877,3,
21000,0.003289792686700821,0.024289967492222786,-0.0390118733048439,-0.03636714816093445,-0.033515240997076035,0.014441043138504028,0.05716008320450783,0.03880014643073082,0.09635303169488907,0.9992393255233765,1.3429527282714844,1.317323923110962,0.5708484649658203,1.0,1.0,pretrain,881,7,
21100,0.003084532916545868,0.024580100551247597,-0.03560300171375275,-0.03691095858812332,-0.03792349621653557,0.01404988206923008,0.042687222361564636,0.0403851680457592,0.15944719314575195,0.9992941617965698,1.341689109802246,1.321899175643921,0.5759944319725037,1.0,1.0,pretrain,885,11,
21200,0.0027808479499071836,0.022007733583450317,-0.0339285284280777,-0.0381486676633358,-0.03651814162731171,0.016377147287130356,0.03714141994714737,0.03306679055094719,0.10844211280345917,0.9994164705276489,1.344653844833374,1.327500581741333,0.5765056610107422,1.0,1.0,pretrain,889,15,
21300,0.003219631500542164,0.029384296387434006,-0.04148083180189133,-0.03820188343524933,-0.0339195616543293,0.014922089874744415,0.060541342943906784,0.04895031824707985,0.10840530693531036,0.9994164705276489,1.3338052034378052,1.307703971862793,0.5720474123954773,1.0,1.0,pretrain,893,19,
21400,0.002784593030810356,0.025168104097247124,-0.037256818264722824,-0.033561863005161285,-0.03304581716656685,0.01714055985212326,0.04843537509441376,0.033586535602808,0.08655723929405212,0.9994432926177979,1.3511682748794556,1.307471752166748,0.5808068513870239,1.0,1.0,pretrain,897,23,
21500,0.0029726626817137003,0.014951747842133045,-0.02793983928859234,-0.030778057873249054,-0.024613577872514725,0.0151881854981184,0.04408896341919899,0.06383176892995834,0.18972539901733398,0.9994323253631592,1.3601104021072388,1.2923212051391602,0.5748191475868225,1.0,1.0,pretrain,902,3,
21600,0.003935382701456547,0.0334790013730526,-0.04307327792048454,-0.037947721779346466,-0.04785385727882385,0.015800466760993004,0.05433160439133644,0.09661003202199936,0.24389024078845978,0.9991860389709473,1.3642436265945435,1.3078243732452393,0.5729360580444336,1.0,1.0,pretrain,906,7,
21700,0.0026600214187055826,0.03394027799367905,-0.041650719940662384,-0.0461897999048233,-0.04103464260697365,0.01451985351741314,0.05993379279971123,0.06294842064380646,0.21862956881523132,0.9993065595626831,1.370699405670166,1.3018927574157715,0.5738505125045776,1.0,1.0,pretrain,910,11,
21800,0.0026880325749516487,0.024576228111982346,-0.03507459536194801,-0.04428521543741226,-0.035185556858778,0.01574862003326416,0.033771637827157974,0.09233282506465912,0.07948406040668488,0.9994176626205444,1.365400791168213,1.3053905963897705,0.5742732286453247,1.0,1.0,pretrain,914,15,
21900,0.002724870340898633,0.015908051282167435,-0.02605564519762993,-0.031502995640039444,-0.025991331785917282,0.013014230877161026,0.03381349518895149,0.056981172412633896,0.16977673768997192,0.9993561506271362,1.3661199808120728,1.3157110214233398,0.5703584551811218,1.0,1.0,pretrain,918,19,
22000,0.002578184474259615,0.017471717670559883,-0.02581649273633957,-0.033176667988300323,-0.03147195279598236,0.015065701678395271,0.06886421889066696,0.04245184361934662,0.1420699954032898,0.9994483590126038,1.3680386543273926,1.3031948804855347,0.5735136270523071,1.0,1.0,pretrain,922,23,
22100,0.004408699925988913,0.02743474766612053,-0.03602304309606552,-0.04152875393629074,-0.03842095285654068,0.016392486169934273,0.06626466661691666,0.04151769354939461,0.17665894329547882,0.9995002746582031,1.374951958656311,1.2897579669952393,0.5706449151039124,1.0,1.0,pretrain,927,3,
22200,0.0022138638887554407,0.022034551948308945,-0.030837493017315865,-0.03575970232486725,-0.035895392298698425,0.016281340271234512,0.05019984394311905,0.021724505349993706,0.18727794289588928,0.9995484948158264,1.3603570461273193,1.3090903759002686,0.5802901983261108,1.0,1.0,pretrain,931,7,
22300,0.0024757611099630594,0.019000591710209846,-0.03132610023021698,-0.027980126440525055,-0.03467792645096779,0.015310785733163357,0.044252678751945496,0.07028310745954514,0.09657923877239227,0.9994564056396484,1.3655123710632324,1.3159797191619873,0.5812588930130005,1.0,1.0,pretrain,935,11,
22400,0.0026031830348074436,0.011859143152832985,-0.023932557553052902,-0.030818399041891098,-0.028482038527727127,0.015698358416557312,0.05762321501970291,0.037955768406391144,0.21745356917381287,0.9992042779922485,1.3500738143920898,1.3127179145812988,0.5804908871650696,1.0,1.0,pretrain,939,15,
22500,0.002235332503914833,0.017562339082360268,-0.0300888754427433,-0.031192941591143608,-0.031176764518022537,0.014993598684668541,0.027393285185098648,0.026185618713498116,0.207577183842659,0.9993853569030762,1.3411774635314941,1.320002794265747,0.5746421813964844,1.0,1.0,pretrain,943,19,
22600,0.002528828103095293,0.024122439324855804,-0.03384850174188614,-0.038739163428545,-0.03091191127896309,0.013669251464307308,0.039297159761190414,0.08580987900495529,0.2604123651981354,0.9994053840637207,1.331483244895935,1.336552619934082,0.5770459771156311,1.0,1.0,pretrain,947,23,
22700,0.002356268698349595,0.011130533181130886,-0.023533394560217857,-0.025699004530906677,-0.02548687346279621,0.015755990520119667,0.0333876833319664,0.023963533341884613,0.16138790547847748,0.9995350241661072,1.3705769777297974,1.2942171096801758,0.5807520747184753,1.0,1.0,pretrain,952,3,
22800,0.002511478727683425,0.01991773024201393,-0.031027264893054962,-0.032605260610580444,-0.038555555045604706,0.013841187581419945,0.06799483299255371,0.06023847684264183,0.14474782347679138,0.9995077848434448,1.3476223945617676,1.3189045190811157,0.5773379802703857,1.0,1.0,pretrain,956,7,
22900,0.0037765312008559704,0.03198078274726868,-0.04434535652399063,-0.037623412907123566,-0.03824426233768463,0.014645877294242382,0.0677182525396347,0.03350209817290306,0.21212977170944214,0.999487578868866,1.339562177658081,1.3233799934387207,0.5762856006622314,1.0,1.0,pretrain,960,11,
23000,0.0029271189123392105,0.0306212417781353,-0.04378818720579147,-0.047148335725069046,-0.04926346242427826,0.014225906692445278,0.048183176666498184,0.031980618834495544,0.15953503549098969,0.9995060563087463,1.3308429718017578,1.3335899114608765,0.5759769678115845,1.0,1.0,pretrain,964,15,
23100,0.0028389596845954657,0.022664126008749008,-0.035009682178497314,-0.034754395484924316,-0.02831362746655941,0.014394151046872139,0.06316034495830536,0.06671500951051712,0.08895525336265564,0.9995654225349426,1.3759644031524658,1.2979321479797363,0.5733579397201538,1.0,1.0,pretrain,968,19,
23200,0.0028265868313610554,0.015813319012522697,-0.02514835074543953,-0.0279929731041193,-0.02549416571855545,0.014897551387548447,0.025627367198467255,0.034108761698007584,0.17994637787342072,0.9995502233505249,1.3664422035217285,1.3050940036773682,0.5691139698028564,1.0,1.0,pretrain,972,23,
23300,0.0032048053108155727,0.03254001587629318,-0.04312742501497269,-0.039373282343149185,-0.04125145077705383,0.016626786440610886,0.04916759580373764,0.06555324047803879,0.11909009516239166,0.9995884895324707,1.3326784372329712,1.3171277046203613,0.5804412961006165,1.0,1.0,pretrain,977,3,
23400,0.0026767593808472157,0.02528020739555359,-0.036099232733249664,-0.034126944839954376,-0.031626198440790176,0.015202615410089493,0.053284935653209686,0.03725705295801163,0.4133507013320923,0.9995653629302979,1.3460605144500732,1.3168765306472778,0.5753160715103149,1.0,1.0,pretrain,981,7,
23500,0.0023482530377805233,0.025895627215504646,-0.03361741080880165,-0.03400915861129761,-0.03240295872092247,0.016273576766252518,0.02944776974618435,0.0322200171649456,0.11904649436473846,0.9995551109313965,1.3682243824005127,1.2980461120605469,0.5739831924438477,1.0,1.0,pretrain,985,11,
23600,0.0020734118297696114,0.021037455648183823,-0.029669083654880524,-0.02939753606915474,-0.038149990141391754,0.015174479223787785,0.07024306803941727,0.08658286184072495,0.14398229122161865,0.9996267557144165,1.352851152420044,1.3199574947357178,0.5762715935707092,1.0,1.0,pretrain,989,15,
23700,0.003576659830287099,0.02082047425210476,-0.03469878062605858,-0.034091223031282425,-0.02869630604982376,0.014341691508889198,0.0667145773768425,0.06929602473974228,0.10368161648511887,0.9995995163917542,1.355762004852295,1.3033863306045532,0.5765599012374878,1.0,1.0,pretrain,993,19,
23800,0.003326609032228589,0.017688050866127014,-0.024512100964784622,-0.03183149918913841,-0.03545477241277695,0.015681082382798195,0.08323510736227036,0.0503988042473793,0.4054359197616577,0.9996007084846497,1.3470077514648438,1.3104430437088013,0.5778653025627136,1.0,1.0,pretrain,997,23,
